City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
523,harstad,68.799,16.5293,278.79,97,100,5.36,NO,1731390402
524,hornell,42.3279,-77.6611,280.15,88,56,2.68,US,1731390404
525,peniche,39.3558,-9.3811,286.73,85,0,3.0,PT,1731390405
526,lorengau,-2.0226,147.2712,301.79,77,34,4.01,PG,1731390406
527,san vicente de canete,-13.0751,-76.3835,290.16,91,92,1.44,PE,1731390408
528,nadym,65.5333,72.5167,251.53,99,78,4.44,RU,1731390409
529,ulety,51.3572,112.4849,270.57,62,99,1.44,RU,1731390411
530,bouarfa,32.53,-1.95,283.41,54,63,0.96,MA,1731390412
531,duyun,26.2667,107.5167,299.5,47,72,3.79,CN,1731390413
532,balqash,46.8481,74.995,268.48,63,0,8.0,KZ,1731390415
533,riverton,40.5219,-111.9391,285.68,43,40,7.72,US,1731390227
534,skovorodino,53.9833,123.9167,265.66,76,25,2.09,RU,1731390418
535,buritizeiro,-17.3511,-44.9622,294.0,85,1,0.31,BR,1731390419
536,caleta de carquin,-11.0925,-77.6267,291.06,90,100,3.31,PE,1731390420
537,touros,-5.1989,-35.4608,298.24,76,51,4.22,BR,1731390422
538,kapit,2.0167,112.9333,306.11,53,74,0.8,MY,1731390423
539,araripina,-7.5761,-40.4983,294.58,86,100,1.35,BR,1731390425
540,yunak,38.8142,31.7322,279.39,81,0,0.96,TR,1731390208
541,amahai,-3.3333,128.9167,302.65,70,59,4.08,ID,1731390427
542,mhamid,29.82,-5.72,290.61,44,82,4.12,MA,1731390429
543,kavieng,-2.5744,150.7967,302.33,70,24,2.16,PG,1731390430
544,bousso,10.4795,16.7117,298.86,38,9,1.83,TD,1731390432
545,brigantine,39.4101,-74.3646,286.49,90,4,0.45,US,1731390433
546,antofagasta,-23.65,-70.4,289.75,89,47,1.28,CL,1731390434
547,kaset wisai,15.6556,103.5836,305.17,46,20,4.37,TH,1731390436
548,sibsagar,26.9833,94.6333,299.33,67,6,1.24,IN,1731390437
549,nova sintra,14.8667,-24.7167,300.09,66,52,6.56,CV,1731390439
550,hami,42.8,93.45,284.3,42,22,0.59,CN,1731390440
551,antonio enes,-16.2325,39.9086,302.12,65,43,3.62,MZ,1731390441
552,oytal,42.9057,73.2697,281.36,56,100,2.28,KZ,1731390443
553,moultrie,31.1799,-83.7891,292.09,100,0,0.0,US,1731390444
554,ryotsu-minato,38.0833,138.4333,288.66,68,94,1.29,JP,1731390446
555,runing,33.0011,114.3542,296.12,43,23,3.59,CN,1731390447
556,yung shue wan,22.2333,114.1167,301.9,58,70,3.59,HK,1731390448
557,chegdomyn,51.1167,133.0167,266.5,61,82,1.81,RU,1731390450
558,kralendijk,12.15,-68.2667,300.14,89,20,1.54,BQ,1731390451
559,talara,-4.5772,-81.2719,290.77,89,15,6.39,PE,1731390453
560,den burg,53.0542,4.7972,283.14,87,100,4.63,NL,1731390454
